리뷰번호,영화제목,리뷰내용,리뷰별점,총점,리뷰작성일자
18514139,성덕,['아직 성덕에서 조금 모자란 난 공감하며울 oppa 아니어서 다행이다 싶다가도최근 다른 의미로 이슈가 있던 울 oppa여서 저 맘 이해되는데 무튼 j씨가 본다면 이 작품 보며 울 것 같다 10년 후 감독님이 다시 j씨에 대해 다큐를 만든다면 어떻게 만들까? 궁금해진다 재미있게 잘 봤습니다 '],6,10,22.10.28
18514138,리멤버,['기대안했는데 재밋었다연기 정말 잘하네요'],10,10,22.10.28
18514137,늑대사냥,['영화비 돌려놔라 이딴걸 스토리라고 '],2,10,22.10.28
18514136,에브리씽 에브리웨어 올 앳 원스,['나에겐 정말 큰 영화로 남을 것 같다. 절망에 빠진 채로 이 영화를 보는 건 마음을 많이 심란하게 했다. '],10,10,22.10.28
18514135,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,"['어린 아이한테 기대는 한심한 어른들을 통해 우리가 얼마나 내로남불하고 위선자였는지를 뼈아프게 느끼게 해주는 영화. 늘 아이들을 지켜준다고 큰소리치지만 결국 절박한 상황에 어른이 할 수 있는 건 그저 5살짜리 어린 아이에게 기대는 것뿐이었다. 그의 심정을 이해할 생각 없이 이기적인 마음으로 나섰던 어른들의 추악함, 그리고 그 추악함을 뒤로하고 마을을 구하기 위해 낙서라는 희망으로 최전선에서 버텼던 아이들, 이게 과연 현실과 동떨어져 있을까?']",10,10,22.10.28
18514134,강철비2: 정상회담,['코미디 제외하고 만들었다면 1편 만큼 나올 영화 였다. 아쉽네. '],8,10,22.10.28
18514133,인터스텔라,[''],6,10,22.10.28
18514132,늑대사냥,['보고 놀라서 평점 남기러와따 미친 후속편 각 잡아따 ㄷㄷ'],2,10,22.10.28
18514131,자백,['보는 내내 심장이 쫄깃하네요. 추천합니다.'],9,10,22.10.28
18514130,죽어도 자이언츠,['보고싶은데 하는 영화관이 별로 없어서…'],10,10,22.10.28
18514129,20세기 소녀,['이쁜 유정 연기가 좀 어색하네요.'],6,10,22.10.28
18514128,비상선언,['재미있었어요 수고많으셨습니다^^쪽바리는 그냥 아웃'],10,10,22.10.28
18514127,카터,['와 정말 영화보는데 스킵하면서 본거 처음이에요 의미도 없고 내용도 없고 액션은 지나치고 어벤져스 보다 더 쎔. 그냥 스쳐도 죽고 쏘면 그냥 죽고 상대방은 백번 쏴도 안죽음. 게임보다 더 현실성없고 아역도 겁나 쎔 차라리 만화라면 나을듯.. 왜 만든지 모르겠음..심지어 주원도 안멋있음..'],1,10,22.10.28
18514126,리멤버,"['예민함은 둔해졌고 기억이 가물가물하다. 하지만 뭔가는 해야되겠다. 고마울뿐이다.대신 마음을 풀어줘서. 하지만 현실은 녹록치 않다. 그만하자 하기엔 상처도 깊고, 그들의 세력은 견고하다. 그래서 나서기가 두렵다. 역사에 리부트는 없나, 하지만 더 비극적일줄 어떻게 알겠나? ']",10,10,22.10.28
18514125,사랑할 땐 누구나 최악이 된다,['율리에의 행동과 말이 공감이 됐던 저도 최악의 사람일까요? 로맨스 영화라고 생각했는데 성장  영화였네요. 많은 생각을 해준 영화! 그리고 오슬로 한 번 가보고 싶어졌어요. '],10,10,22.10.28
18514124,늑대사냥,['성동일 그의 필모를 봐라 역시 기대를 저버리지 않음ㅋ'],1,10,22.10.28
18514123,듄,['웅장한 사운드가 제일 맘에 들었음'],9,10,22.10.28
18514122,스타 이즈 본,['영화 너무너무 좋았어요'],10,10,22.10.28
18514121,공동경비구역 JSA,['오랜만에 또 봤는데 존잼'],10,10,22.10.28
18514120,서울역,['다음 편은 &amp;#39;부산행&amp;#39;에서 이어진다'],7,10,22.10.28
18514119,테넷,['재밌게 봤음 역시 영화는 큰 화면으로 봐야됨'],9,10,22.10.28
18514118,20세기 소녀,['21세기를 살고 있지만 여전히 그녀는 20세기 소녀'],10,10,22.10.28
18514117,20세기 소녀,['마지막에 한효주가 왜 김유정 영상보며 눈물을 흘리죠??? ㅋㅋㅋ한효주랑 김유정은 외모부터 특징 느낌까지 전혀 미스매치에요….. 김유정에서 누리던 감동이 막판에 확 깨지는.'],7,10,22.10.28
18514116,에브리씽 에브리웨어 올 앳 원스,['다정한 것이 살아남는다. 그리고 깨달은 자가 눈을 뜬다'],10,10,22.10.28
18514115,자백,[''],8,10,22.10.28
18514114,에브리씽 에브리웨어 올 앳 원스,['와 이런게 가능한 거였어?'],10,10,22.10.28
18514113,늑대사냥,['이게 영화냐 ㅋ.ㅋ.ㅋ.ㅋ.'],2,10,22.10.28
18514112,자백,['저한테는 반전이 조금 뻔했습니다. 그래도 스릴 넘치고 재미있게 볼 수 있는 영화입니다.'],9,10,22.10.28
18514111,유로파 유로파,['유태인 실화드라마는 실패할 확율이 거의 없다 이야기 자체가 구성이 탄탄하기 때문에 그렇다 재밌는 영화다'],8,10,22.10.28
18514110,블랙 아담,['쿠키영상을 보고 DC 팬이 되었습니다 '],10,10,22.10.28
18514109,블랙 아담,['올해 본 히어로영화중 제일 재미있게 봤다'],10,10,22.10.28
18514108,자백,['영화 보는 내내 긴장을 멈출수가 없었다 '],10,10,22.10.28
18514106,사도,['유아인 연기 미쳣지.. 난 영화를 두번씩 못 보는데 사도는 이미 10번도 넘게 봤다 사도가 너무 불쌍해서 사도 연기를 하는 유아인마저 짠함..ㅠㅠ'],9,10,22.10.28
18514107,사도,['유아인 연기 미쳣지.. 난 영화를 두번씩 못 보는데 사도는 이미 10번도 넘게 봤다 사도가 너무 불쌍해서 사도 연기를 하는 유아인마저 짠함..ㅠㅠ'],9,10,22.10.28
18514105,자백,['지루할 틈 없이 흘러가는 전개와 반전까지 시간가는 줄 모르고 본 영화네요~간만에 재밋게 봤습니다!'],10,10,22.10.28
18514104,리멤버,['연기력이  좋은배우시간금방 갔어요재밌어서요^^'],10,10,22.10.28
18514103,라이즈 오브 워리어 퀸: 부디카,['이 영화 뭐냐영국 영화 치고는 글쎄....'],2,10,22.10.28
18514102,육사오(6/45),['완전 내취향 너무 재미있다'],10,10,22.10.28
18514101,리멤버,['아이와같이 보기도 좋았고 역사에 대하여 잊지 말라고 경고하는거 같아요'],10,10,22.10.28
18514100,늑대사냥,['경찰들은 총놔두고 쌈박질하네ㅋㅋ'],2,10,22.10.28
18514099,날아라 허동구,['초등아이들 필수로 봐야할 영화라고 생각되네요 많이 많이들 이영화 봤음 좋겠어요'],10,10,22.10.28
18514098,재심,[''],10,10,22.10.28
18514097,레지던트 이블: 라쿤시티,['이거 같은 시리즈 맞냐?'],1,10,22.10.28
18514096,파이란,"['마지막에 강도인지, 건달인지 목을 조를때 저항을 안하는 모습이 희미하게 보이는 파이란 따라 하늘나라에 가고싶었던게 아닐까 생각이 드네요.재미있게 잘 봤습니다. ']",10,10,22.10.28
18514095,블랙 아담,['볼거리가 풍족해서 지루하지 않았어요스토리는 기대하지 마세요가볍게 보기 좋은 액션 영화입니다마블영화에 몇번이나 뒤통수 맞아서 이것도 기대 안하고 봤는데 결론은 dc 승'],9,10,22.10.28
18514094,20세기 소녀,['언제부터인가 순수한것은 촌스러운 것으로 치부되는 시대.참으로 오랜만에 아무것도 가지지 않아도 순수한 마음 하나면 충분하다는 감동응 느끼게 해준 영화를 마주했네요. 다시 보아도 좋을 것만 같아요. 많은 시간이 지나도 기억에 오래 머무는 사람이 있다면 행복한 삶이 아닐까 싶어요.'],10,10,22.10.28
18514093,20세기 소녀,['설렘가듬 옛날 생각도 나고 재밌었어요'],10,10,22.10.28
18514092,자백,['오랫만에 티켓비가 아깝지않을만큼 재미있었네요~^'],10,10,22.10.28
18514091,국제시장,['내인생 최고의 영화....'],10,10,22.10.28
18514090,아사코,['영화 초반에 할아버지가 재미 없다고 욕하면서 나간기억이 있음'],1,10,22.10.28
18514089,늑대사냥,['이걸 영화라고 만들었나....와...해도해도 너무하네;;;;아니 인국아 뭔 생각으로 이거찍었노..'],1,10,22.10.28
18514088,블랙 아담,['초반 등장 포스가 압권이지만 중후반부터 점점 스토리 완성도가 떨어짐. 액션은 시원시원함'],7,10,22.10.28
18514087,리멤버,['잘 봤습니다. 가슴이 먹먹해지네요.'],8,10,22.10.28
18514086,20세기 소녀,['결말이...남주를 단칼에...'],4,10,22.10.28
18514085,리멤버,['연기와 외모는 수려하나 영화는 전체적으로 그냥 그렇다 재밌지 않음'],7,10,22.10.28
18514084,자백,['예상을 수십번 빗겨가는 반전의 연속'],8,10,22.10.28
18514083,블랙 아담,['기대 안 해서 그런지 진짜 잼났어요.최근 봤던 마블 시리즈들 보다 나았음'],9,10,22.10.28
18514082,리멤버,"['주제가 아무리 좋아도 마냥 영화 자체를 좋게 평가하긴 어려운 수준네요...나이든 분장도 몰입감을 방해하고...윤종빈님 각본이 예전에 비해 점점 성의없어지는 듯해요. 엉성하고 허술하고, 너무 구태의연 하달까... ']",2,10,22.10.28
18514081,캐릭터,['독특한 스토리와 연출 배우들의 연기를 보는 재미일본영화 특유의 오글거림도 없어서 좋았음'],8,10,22.10.28
18514080,블랙 아담,['요새 깊게 생각하는게 너무 피곤한데 뇌빼고 보기 최고의 영화라고 생각한다.'],9,10,22.10.28
18514079,자백,['어딜가든 항상 차 조심하자.'],10,10,22.10.28
18514078,마티아스와 막심,"['우리는 살면서 동성이기에 우정으로 넘겼던 사랑이 많고, 이성이기에 사랑으로 착각한 많은 순간을 살아가는 것 같다']",10,10,22.10.28
18514077,리멤버,"['그 때를 잊으라는 말, 너무나 가슴 아프고 고통스러운 일... 모든 것을 기억하라!']",8,10,22.10.28
18514076,인생은 아름다워,['눈물 쏙 빼고 왔어요 ㅠ 시간 가는줄도 모르고...'],10,10,22.10.28
18514075,카사블랑카,['이 영화는 절대 리메이크하면 안된다.'],10,10,22.10.28
18514074,애프터 러브,['흠~~ 아무리 코미디지만 우리가 받아들이기엔 너무 급진적이고 파격적인 보통 사람들의 사랑.. 그렇더라도 진정한 사랑은 언젠가 제 자리를 찾는다 인가??'],7,10,22.10.28
18514073,블랙 아담,['재미도 감동도 없었다. 그냥 그랬다 마지막 쿠키 영상이 제일 재밌는 희안한 영화'],6,10,22.10.28
18514072,에브리씽 에브리웨어 올 앳 원스,['이런 영화 높은 평점을 줘야 교양있고 수준높고 있어 보일텐데.. 난 쉴려고 보는거지 공부할라고 보는게 아니니까..정신없고 복잡하고 그냥저냥하더구먼'],6,10,22.10.28
18514071,죽어도 자이언츠,['역사 그자체 23년도 엔 무조건 가을야구 가자 롯데야 팬들이 기다린다…'],10,10,22.10.28
18514070,앰뷸런스,['예고편만 못한 본편의외로 액션 장면도 별로 없고 계속 추격전이다그런데 좀 짜임새가 없는?예고편이 더 재밌다'],5,10,22.10.28
18514069,리멤버,['화면과 연기의 완성도는 높지만 이야기의 개연성과 전개가 그리 매끄럽지 않습니다. '],6,10,22.10.28
18514068,리멤버,['필주와 인규의 케미가 정말 좋고 속도감 있는 전개와 중간중간 코믹요소가 재밌었어요'],10,10,22.10.28
18514066,인터스텔라,['판타지를 소재로한 사랑 이야기.. 완벽하다'],10,10,22.10.28
18514065,늑대사냥,['이러다 다 죽어~~~~결국에 다 죽어~~~~'],1,10,22.10.28
18514064,사랑할 땐 누구나 최악이 된다,['공감 혹은 트라우마를 불러일으킬 수 있는 현실적인 영화'],7,10,22.10.28
18514063,미씽: 사라진 여자,['몰입감 좋아요 스토리도 탄탄하고 마지막엔 여운도 있어요'],9,10,22.10.28
18514062,블랙 아담,['수퍼맨 아이언맨 어벤져스 좀비 사하라 등등등의 종합비빔밥.ㅎㅎ 시간 가는 줄 모르고 잼나게 봤어용~~ '],8,10,22.10.28
18514060,늑대사냥,['웩~정말 피만 튀는 쓰레기영화. 제작비의 절반은 피가 아닐까?'],1,10,22.10.28
18514059,진주 귀걸이를 한 소녀,['뭔가 맹탕임.'],6,10,22.10.28
18514058,내 사랑,['눈물 쭉쭉 짜내지는 않음. 여자가 대단함.'],6,10,22.10.28
18514057,자백,['반전도 있고 연기력도 다들 좋아서 몰입해서 봤습니다. 오랜만에 재미있는 영화 봤습니다~'],10,10,22.10.28
18514056,스파이더맨: 노 웨이 홈,['여러모로 의미있는 영화인 듯'],6,10,22.10.28
18514055,매치 포인트,['스토리 좋았고 재밌게 보았다'],10,10,22.10.28
18514054,자백,"['텐션 적당하고, 스토리적당하고, 연기 적당하고..적당히 예상되고, 다 적당한 영화.꽤나 재밌게봤습니다.']",10,10,22.10.28
18514053,스타게이저: 아스트로스코프,['진짜 좋아요ㅜㅜ 또 보고 싶어요'],10,10,22.10.28
18514052,지구 최후의 밤,[''],10,10,22.10.28
18514051,미스 슬로운,['지루하고 또지루하다. 로비는 원래 사무적인 어투인가? 사공이 산으로 간 느낌?.배가 산으로 가더라도 마지막 뜬금이 부자연스럽고.나를 미끼로 폭로타이밍을 잡은 끝무렵 10분은 공감하나 그것또한 부자연스러웠다.7점대평점으로 보나 과평가되어 6점으로간다.'],6,10,22.10.28
18514050,장르만 로맨스,['조은지는 천재임에 틀리없다'],10,10,22.10.28
18514049,리멤버,['너무 재밌었어요! 알츠하이머 환자가 복수 한다는소재도 신선했고 액션신도 멋있고 감동도 있고 반전도 있었어요!'],10,10,22.10.28
18514048,에브리씽 에브리웨어 올 앳 원스,"['상상력을 업그레이드 시키는 병맛 코미디,옛날 홍콩영화의 향수 그리고 가족.웃기고 울리는 영화.후회없을 영화아들에게 추천해 준 영화. ']",10,10,22.10.28
18514047,조커,['왜이렇게 평점이 낮음? 너무 현실이라 부정하고싶은건가'],10,10,22.10.28
18514046,자백,"['드뎌 간지중의 최고 소간지가 영화로 성공을 하나요? 원작을 함 봐야겠지만 미스터리 범죄물 좋아하는 저로서는 나쁘지 않은 영화.마지막에서 한 번 더 꼴줄알았는데 좀 서운하네요. 암튼 스토리라인, 구성 나름 탄탄합니다.']",8,10,22.10.28
18514045,쥬라기 공원,['스필버그의 가장 빛나던 시절에 만들어진 전무후무한 스릴러 걸작'],10,10,22.10.28
18514044,성적표의 김민영,['여자들 똥바람 들어간 영화. '],1,10,22.10.28
18514043,신비한 동물사전,['옛날 생각도 나고 해서 다시봄요 1이 짱임'],9,10,22.10.28
18514042,인생은 아름다워,['기대안하고 봤는데 웃음과 눈물의 콜라보! 배우들 노래도 최고에요'],10,10,22.10.28
18514041,인생은 아름다워,['기대 없이 보았는데 잔잔한 감동과 옛추억을 소환한 영화였습니다.'],9,10,22.10.28
18514040,리멤버,['연기가 좋았음'],8,10,22.10.28
18514039,20세기 소녀,['김유정 우는연기 잘해요 그거말곤... '],4,10,22.10.28
18514038,잭 인 더 박스,['모가지 다 쳐서 죽이고 싶네 진짜'],1,10,22.10.28
18514036,리멤버,['이영화가 왜 8점이 넘는지 이해가 안가네요~ㅎ'],6,10,22.10.28
18514035,하나 빼고 완벽한 뉴욕 아파트,['여주 외모가…. 예쁘진 않아도 비호감은 아니었으면 보기 편했을텐데…. 어디서 이렇게 희안하게 못 생긴 사람을 데려왔을까… 남주가 불쌍 '],6,10,22.10.28
18514034,리멤버,['소재때문에 억지로 영화를 좋게 평가할 필요는 없다'],2,10,22.10.28
18514033,자백,['훌륭한 리메이크.엔딩에서 한단계 추가한건 괜찮았다'],8,10,22.10.28
18514032,리멤버,['기대한 만큼    재미있었습니다!시간과 돈이 아깝지가  않았습니다!'],10,10,22.10.28
18514031,자백,['롯데 엔터가 배급사인 영화는 걸러'],2,10,22.10.28
18514030,20세기 소녀,['그때 그시절로 돌아간거 같아 너무 좋앗어여 변우석 배우님 연기 너무 좋앗어요~~~'],10,10,22.10.28
18514029,자백,"['인비저블 게스트 원작 영화관에서 본 기억이 떠오른다. 프랑슨줄 알았는데 스페인 원작이였음.결말은 한국 버전으로 각색했음. 소지섭도 좋았는데 다른 배우가 했어도 잘 살렸을듯. 신성록, 남궁민 배우도 떠올랐음. 소지섭 살인마미소는 안어울렸음. 그왼 얼굴로 그냥 시간 꽉 채움!']",9,10,22.10.28
18514028,리멤버,['민족의 삐뚤어진 역사에 일침을 가하는 멋진영화'],10,10,22.10.28
18514027,차이나타운,['처음에는 현우리 닮은 보검이 나와서 흥미진진하게 봤는데 후반으로 갈수록 개연성이 많이 떨어지는것 같아요.. 그나마 치도 연기하는 경표씨가 웃겨서 별 2개 드립니다~^^'],3,10,22.10.28
18514026,인생은 아름다워,['남여주인공의 연기가 매우 멋지고 코믹한 부분들이 너무 재밋어요.가끔 보려구요'],10,10,22.10.28
18514025,리멤버,['배우들의 연기가 인상적이에요.'],10,10,22.10.28
18514024,고고다이노 극장판: 얼음공룡의 비밀,"['아이들이 너무 좋아해요. 집중도 잘하고, 특히 공룡 좋아하는 아이라면 너무 좋아할거에요. 은근히 어른이 보기에도 잼있어서 가족끼리 잘 보고 왔습니다. 잼있어요.']",10,10,22.10.28
18514023,자백,"['출연진 모두 연기력 최강,,,몰입력 장난 아니예요,,']",10,10,22.10.28
18514022,어벤져스: 엔드게임,['일단 ost가 너무 슬프구요.. 너무 슬퍼요 여러가지로.. 캡틴과 아이언맨이 버키를 두고 그렇게 싸워놓고 흐지부지하게 끝난게 어이가 없어서 2점 깎았습니다 나머지는 완벽.. 역시 최고의 영화 어벤저스!‘'],8,10,22.10.28
18514021,늑대사냥,['올해 최악의 영화.. 굳이 따지자면 7광구보다 못함'],1,10,22.10.28
18514020,20세기 소녀,"['21세기에 재현한 20세기의 학교생활의 이미지와 분위기를 바탕으로 그 안에 한 로맨스를 첨가한 영화라고 볼 수 있겠다. 그 로맨스를 이끌어가는 스토리라인 및 사건의 배치는 나쁘지 않았었으나, 그들을 이끌어가는 주연들의 연기력이 개인적으로 아쉬울 따름이겠다. 사실, 남성은 여성에게, 여성은 남성에게 자신의 이상적인 것을 투영하려 한다고 한다. 이에 따라 &amp;#34; 내 말도 잘 들어주고.. &amp;#34; 하면서 남자 주연이 여자 주연 본인에게 보여준 태도에 기뻐했던 모습은 돌아볼 만 하겠다. 즉, 실제 사건의 흐름을 파악한다는 의미로 잘 들어주었기에 저 말을 한 것이 아니라는걸 알아두는게 남자 사람들에겐 좋겠다. 또한 실제 성별 구분 없이 사람이라면 자기 자신이 갖는 관심사 외엔 남의 이야기엔 관심있어하지 않는다는걸 알아두는게 여자 사람들에게도 좋겠다.']",10,10,22.10.28
18514019,헤어질 결심,['그처럼 엇갈리다 마침내 헤어질 결심'],9,10,22.10.28
18514018,이층의 악당,['김혜수 능청스러운 연기 원래 성격 아닙니까?냉온차이 심한거때문에 웃으며 봤네요.'],10,10,22.10.28
18514016,인생은 아름다워,['영화를 보니  저의  50년  인생이  머리속을 스쳐지나갑니다. 저의 삶을 다시 한번 생각하게 하는 영화 입니다.'],10,10,22.10.28
18514017,인생은 아름다워,['영화를 보니  저의  50년  인생이  머리속을 스쳐지나갑니다. 저의 삶을 다시 한번 생각하게 하는 영화 입니다.'],10,10,22.10.28
18514014,인생은 아름다워,['영화를 보니  저의  50년  인생이  머리속을 스쳐지나갑니다. 저의 삶을 다시 한번 생각하게 하는 영화 입니다.'],10,10,22.10.28
18514015,인생은 아름다워,['영화를 보니  저의  50년  인생이  머리속을 스쳐지나갑니다. 저의 삶을 다시 한번 생각하게 하는 영화 입니다.'],10,10,22.10.28
18514013,늑대사냥,['별 한개도 아까움 병신같은 영화감상포인트가없는데 멀 자꾸 선택하래'],1,10,22.10.28
18514012,자백,['반전의 반전의 반전 영화예요…!!!! 3명의 배우가 연기도 훌륭하고 추측하며 보는 재미가 있어요ㅎㅎㅎ 비밀의 숲 좋아하는 분들은 추천'],10,10,22.10.28
18514010,자백,['보는내내심장이쫄깃했어요 원래 평점 안다는데 이건 정말 강추합니다아'],10,10,22.10.28
18514009,자백,['첨부터 끝까지 집중해서 잘 봤습니다소지섭 김윤진 나나..연기 너무 좋았습니다'],10,10,22.10.28
18514008,끝까지 간다,['기대 안 하고 봤는데 너무 재밌어요 시간 순삭'],10,10,22.10.28
18514007,선과 악의 학교,[''],10,10,22.10.28
18514006,자백,['진실이 무엇일까?끝나는 내내 궁금하면서 봤어요배우들 모두 연기도 좋았구요김윤진 연기도 감동적이고 오랜만에 소지섭 배우봐서 좋고 나나의 연기가 자연스러웠습니다^^'],8,10,22.10.28
18514005,자백,['팝콘은 영화 시작 전 미리 먹는 걸 추천! ㅎㄷ ㄷ 쩔깃 스릴러'],10,10,22.10.28
18514004,블랙 아담,['액션이 장르적 피로도 이겨먹음'],8,10,22.10.28
18514003,자백,[' 집중력최고  몰입감최고김윤진연기 진짜잘한당'],10,10,22.10.28
18514002,리멤버,['이성민 배우님은 언제나 믿고 보지만 남주혁은 연기 잘하는지 나는 모르겠다'],10,10,22.10.28
18514001,리멤버,['언제까지 반일팔이를 할건지...영화계 답답하다'],2,10,22.10.28
18513999,분닥 세인트,['노만리더스 리즈시절 너무이쁘고멋지고다해'],10,10,22.10.28
18514000,탑건: 매버릭,"['영화 보기 시작해서 부터 끝날때까지 계속 전율, 울컥이 반복된 유일한 영화']",10,10,22.10.28
18513998,리멤버,['초반에는 그럴 듯 했으나 후반으로 갈수록..??'],5,10,22.10.28
18513997,범죄도시2,['일반적인 한국형 범죄액션류의 영화에 마동석이라는 조미료를 넣은 그 정도...'],7,10,22.10.28
18513996,20세기 소녀,['답답하다가도 간지럽고 그러다가도 재미있는데 또 고구마고 근데 풋풋한'],9,10,22.10.28
18513995,블랙 아담,['유치하고 지루함...'],6,10,22.10.28
18513994,실종,['미친 싸이코 연기는 굿...근데 경찰이 너무 욕나오게 허접해서 더 화남.'],8,10,22.10.28
18513993,블랙 아담,['볼 거 없어서 기대없이 봤는데 재밌었음.나름 웃긴 부분도 있어서 지루하지 않게 보고 나는 굉장히 만족쓰. 마블 별로 안 좋아해서 잘 안 보는데 이건 두 번 봐도 괜찮다고 느낌(내 기준) 추천'],10,10,22.10.28
18513992,늑대사냥,['감독 정신적으로 문제있냐? '],2,10,22.10.28
18513991,어느 가족,"['가족의 형태란 무엇인가. 피로 이루어진 가족만이 가족이 아니다. 가족이란 의미를, 가치관을 좋은 의미로 바꿔준 영화.']",9,10,22.10.28
18513990,인생은 아름다워,['분명 익숙한 노래들인데 영화를 보며 가사도 예술이었구나 생각이 들었습니다.나오는 곡들에 대해 더 깊게 이해하게되었습니다.'],10,10,22.10.28
18513989,경아의 딸,['끝나지 않는 전쟁. 하지만 언젠가 끝은 온다. '],9,10,22.10.28
18513988,20세기 소녀,['삐삐사용한던 세대로써 정말 공감100퍼!! 울고웃으며 간만에 추억돋게 본  영화네요.ㅠㅠ1010235~~~ㅎㅎㅎ지금은 사라지고 없는것들에 대한 이야기들~~타임머신타고 고딩때로 돌아간듯한~~너무나 설레고 웃고~~ 너무 울며본  최애영화가 될꺼같아요 ♡♡♡♡'],10,10,22.10.28
18513987,썬데이 서울,['얼마나재미있게요~!'],10,10,22.10.28
18513986,악마가 너의 죽음을 알기 전에,['스토리에서 주는 감동보다 연기와 연출에서 오는 엄청난 몰입감. 정말 대단한 작품이다.  악마는 시드니 루멧을 알고있다. '],9,10,22.10.28
18513985,20세기 소녀,"['유치하다. 유치하지만, 비슷한 나이대를 가지고 있으면 뭔가 가슴 뭉클하고 촉촉해진다.뮤직비디오 같은 연출 보다는 좀 더 담백하게 담아 냈으면 하는 아쉬움도 있다.']",6,10,22.10.28
18513984,리멤버,['너무 잼있게 잘봤어요 스토리도 좋고 몰입도 최고에요'],10,10,22.10.28
18513983,자백,['진짜 너무 소름돋아요진짜 대박 연기를 다 너무 잘해요'],10,10,22.10.28
18513982,블랙 아담,['처음으로 영화관에서 자봤다'],4,10,22.10.28
18513981,듄,['아이맥스로 봤는데 정말 사막한가운데 있는줄 알았습니다.'],9,10,22.10.28
18513980,불릿 트레인,"['B급 감성을 느낄 수 있고, 정신없이 뭔가 꼬리를  물며 이어지는 스토리, 집중하려하면 갑자기 인물과거사 장면으로 가버리는.. 별로 재미를 느끼지 못했고. 잔인한 장면은 그러려니 했음. 그럭저럭 B급. ']",6,10,22.10.28
18513979,사랑할 땐 누구나 최악이 된다,['한 번 쯤 생각해볼만한 내용. 사랑할 떈 누구나 최악이 되니까'],8,10,22.10.28
18513978,독수리 요새,['와대단! 이게60년대 만들어졌다고? 스케일이 ㄷ ㄷ ㄷ'],10,10,22.10.28
18513977,에브리씽 에브리웨어 올 앳 원스,['세상 최고 강한 건 엄마의 새끼손가락.'],10,10,22.10.28
18513976,돈 룩 업,"['웃기기도 한데, 씁쓸하기도 한일단 영화 자체가 재밌어서 끝까지 몰입하게 됨']",9,10,22.10.28
18513975,리멤버,['친일파 복수하는 국뽕 스토리'],1,10,22.10.28
18513974,블랙 아담,['복잡한 배경지식 필요없이 온전하게 즐기기 좋은 히어로 영화가 참 오랜만인듯.'],8,10,22.10.28
18513973,20세기 소녀,['지쳐있던 제 마음에 오랜만에 감성 촉촉하게 힐링해준 영화 였어요.. 노티카..폴로조끼.. 84년생 핵 공감하면서 봤네요…'],10,10,22.10.28
18513972,스파이더맨: 노 웨이 홈 '펀버전',['히어로 영화를 보는데 이렇게 행복하다는 느낌을 받은적이 처음이었다'],10,10,22.10.28
18513971,20세기 소녀,[''],10,10,22.10.28
18513970,늑대사냥,['고구마×10000도망가기도 바쁜데 죽는거 다 구경해ㅠ 총은 쏘지도 않고 들고만 있어ㅠ 숨은 곳 다 알려줘ㅠ 총알을 피하는게 아니라 늑대사냥이 아니라 시간사냥이라고 하는게 맞을듯!!'],1,10,22.10.28
18513969,인생은 아름다워,['뜨거운안녕..나도 저렇게 하고 싶네요'],10,10,22.10.28
18513968,4DX 문유,['Fu37fh2hfuehfhhe'],10,10,22.10.28
18513967,이상한 나라의 앨리스,['가장 좋아하던 디즈니 영화를 팀버튼스럽게 잘 구현했다'],10,10,22.10.28
18513966,악질경찰,['진격의거인돼서 청와대 부순다에서 껐다'],1,10,22.10.28
18513965,특송,['액션 좋네요.카 체이싱이 국내 영화중 제일일듯.'],9,10,22.10.28
18513963,대무가,['웃고싶어서 웃긴줄알고 봤는데한번도 못웃음'],1,10,22.10.28
18513964,늑대사냥,['주인공은 누구인가...마녀 남자 버전인가...프랑켄슈타인 ???'],2,10,22.10.28
18513962,자백,['몰입이 처음부터 끝까지 가네요~몰입이 처음부터 끝까지 가는 영화는 처음이네요~강추~'],10,10,22.10.28
18513961,신 에반게리온 극장판,['끝났다는 것 만으로도....'],9,10,22.10.28
18513960,자백,['잠시도 딴 생각이 안 들 정도로 몰입해서 봤습니다'],10,10,22.10.28
18513959,가족의 색깔,['다른 색의 3명이 만난 가족의 색깔'],10,10,22.10.28
18513958,20세기 소녀,['울기도하고 공감이 많이 되었습니다'],10,10,22.10.28
18513957,자백,"['나나가 진짜 예쁘다,,,,김윤진의 목소리 톤은 조금 어색함']",8,10,22.10.28
18513956,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,"['짱구 너무 귀엽고 철수 너무 귀여움,,,,철수가 다른 친구들이랑 같이 학교 가고 싶은데다들 철수 맘 몰라주는 게 마음 찢어짐,,,,흐헝,,,감동적이고 나름 메세지가 있는 이야기였음,,,,']",8,10,22.10.28
18513955,라라랜드,['후반부부턴 몰입이 너무 잘 된 나머지 영화가 끝났을 땐 약간의 몽롱함도 느껴졌다.'],10,10,22.10.28
18513954,리멤버,['친일파 처단은 통쾌하네요~!'],8,10,22.10.28
18513953,늑대사냥,['뭥미? 이게뭥미? 도대체이게뭥미?'],1,10,22.10.28
18513952,자백,['원작과 비교해도 무난하게 리메이크 되어서 볼만했다.'],7,10,22.10.28
18513951,리멤버,['유려하진 않아도 기본적인 장르의 재미와 직설적인 화법이 돋보임. 의아했지만 중년배우가 노년 역할을 맡는것도 이해는 됨.'],7,10,22.10.28
18513950,늑대사냥,['차라리 괴물 재난영화였음 더 재밌었을 듯'],6,10,22.10.28
